Employee ID,Job Title,Service Area,Department,Specialty,Sub-Specialty,BRP Index,Self Leadership,Innovation Capacity,Learning Capacity,Resilience,Exercise,Nutrition,Sleep/Wake,Social Safety,Goal Directedness,Collective Creativity,Learning,Abstraction,Executive Function,Quieting the Mind
28943,Admissions Specialist I,Administration,Finance,Admissions,Otorhinolaryngology (ENT)/Head and Neck Surgery,49,48,50,51,46,47,44,58,36,80,30,34,68,42,45
43239,Admissions Specialist II,Administration,Finance,Admissions,Otorhinolaryngology (ENT)/Head and Neck Surgery,51,47,57,48,51,76,33,56,43,53,56,59,70,32,47
43333,Admissions Specialist I,Administration,Finance,Admissions,Pain Rehabilitation Center,44,41,46,40,49,79,57,45,47,36,74,37,32,45,31
3092,Admissions Specialist I,Administration,Finance,Admissions,Pain Rehabilitation Center,55,54,53,59,53,55,77,35,74,47,64,52,51,41,60
47913,Admissions Specialist I,Administration,Finance,Admissions,Palliative care,59,54,63,56,63,71,34,60,33,76,71,36,44,72,77
14706,Admissions Specialist III,Administration,Finance,Admissions,Palliative care,54,51,58,52,53,74,45,59,48,38,53,78,73,40,45
22340,Admissions Specialist I,Administration,Finance,Admissions,Pediatric and Adolescent Medicine,56,57,62,53,52,37,30,68,45,78,55,48,70,57,54
9226,Admissions Specialist I,Administration,Finance,Admissions,Pediatric and Adolescent Medicine,57,51,61,54,61,80,77,72,48,44,71,50,55,60,44
10516,Admissions Specialist II,Administration,Finance,Admissions,Pediatric and Adolescent Medicine,50,46,54,55,44,35,36,39,38,51,67,60,36,35,72
22364,Admissions Specialist II,Administration,Finance,Admissions,Pediatric and Adolescent Medicine,47,47,43,59,39,55,71,35,33,78,43,47,52,30,40
27297,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Pediatric Care,50,43,55,46,56,72,54,73,57,49,49,34,52,32,45
49622,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Pediatric Care,52,48,50,57,52,56,68,35,46,52,56,39,41,53,68
9136,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Pediatric Care,54,53,58,53,51,40,40,65,57,64,63,54,48,36,55
32315,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Pediatric Care,54,50,60,56,49,49,69,59,61,46,80,64,54,30,46
3474,Physician,Remote Clinics,Bristol Regional Clinic,Medical Services,Pediatric Care,66,58,68,70,66,75,78,72,31,65,54,61,69,74,76
17004,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Pediatric Care,50,46,50,47,55,62,80,65,41,34,50,38,48,70,35
7795,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Pediatric Care,59,47,67,58,64,76,68,80,40,33,68,61,48,52,70
1327,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Pediatric Care,61,53,65,62,64,72,67,70,30,52,80,54,33,74,75
43266,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Pediatric Care,50,43,61,50,47,51,55,45,42,49,71,40,70,42,57
32719,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Pediatric Care,58,51,61,61,57,38,77,73,43,56,48,41,55,63,68
20186,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Pediatric Care,56,50,66,57,51,43,70,57,33,61,72,41,78,64,56
48528,Physician,Remote Clinics,Clinton Regional Clinic,Medical Services,Pediatric Care,65,62,68,61,68,74,65,78,65,63,55,56,79,63,60
48798,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Pediatric Care,48,43,50,42,55,76,43,73,54,53,50,32,35,34,40
15112,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Pediatric Care,47,55,41,45,45,36,39,48,44,42,34,69,51,65,31
8286,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Pediatric Care,51,51,48,50,56,51,30,38,67,32,39,57,33,46,80
18355,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Pediatric Care,45,57,24,50,47,32,48,43,56,74,8,34,1,63,42
33732,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Pediatric Care,51,69,32,51,53,49,30,42,59,63,37,74,12,80,35
34819,Physician,Remote Clinics,Fairview Regional Clinic,Medical Services,Pediatric Care,48,53,33,48,57,59,50,70,75,67,0,33,20,36,43
27596,Registered Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Pediatric Care,53,48,42,64,56,73,77,55,30,31,38,79,5,50,70
3063,Registered Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Pediatric Care,55,60,38,63,57,54,64,31,62,43,29,70,17,64,73
46018,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,60,61,53,64,63,65,66,43,56,65,50,46,40,75,78
36433,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,59,59,56,65,55,49,53,51,40,62,57,72,42,63,74
14029,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,51,53,47,53,50,69,67,53,63,60,37,54,67,35,32
30385,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,60,60,63,61,55,65,49,73,58,74,52,73,78,33,47
29794,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,60,71,49,57,64,58,57,73,79,69,31,63,54,71,38
37546,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,66,67,68,64,63,31,60,60,74,53,79,67,59,74,74
39530,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,53,43,58,51,58,70,43,45,62,34,44,45,63,32,80
26524,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,52,53,47,52,57,80,54,56,62,35,57,72,30,41,46
2254,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,55,53,55,59,52,51,79,45,39,68,57,33,64,72,54
16928,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,52,56,41,63,47,50,77,45,44,51,34,78,41,51,44
5671,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,53,51,54,59,47,36,78,45,57,58,41,46,77,43,52
36069,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,58,59,52,56,64,73,70,48,59,46,57,50,44,79,59
46315,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,49,47,47,55,48,37,45,55,44,38,34,69,32,35,67
7638,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Pediatric Care,53,52,53,55,53,68,69,69,47,55,44,60,63,46,35
6801,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Pediatric Care,58,51,60,64,55,49,74,57,58,73,60,36,49,38,74
24203,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Pediatric Care,56,57,50,66,50,36,71,30,44,63,54,55,41,67,74
47213,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Pediatric Care,58,56,54,58,63,55,76,73,65,63,47,34,37,63,59
2960,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Pediatric Care,53,56,48,53,56,63,72,61,64,40,43,64,52,56,35
31098,Physician,Remote Clinics,Lebanon Regional Clinic,Medical Services,Pediatric Care,48,38,60,39,54,73,47,66,38,34,77,30,50,49,45
22291,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Pediatric Care,57,55,55,57,60,72,44,52,47,69,60,45,40,59,68
41885,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Pediatric Care,55,64,48,53,55,70,35,69,64,72,58,75,34,44,30
25865,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Pediatric Care,67,69,60,56,82,87,50,95,77,45,48,64,34,90,63
45691,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Pediatric Care,68,61,66,66,79,93,67,63,69,57,52,44,52,73,97
3879,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Pediatric Care,70,78,59,64,78,78,31,61,78,73,61,69,32,90,82
2645,Physician,Remote Clinics,Springfield Regional Clinic,Medical Services,Pediatric Care,66,64,69,56,73,72,53,85,70,33,76,77,51,77,62
43276,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Pediatric Care,70,66,66,60,86,81,76,65,97,36,74,37,33,95,92
28068,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Pediatric Care,63,62,57,58,73,93,61,72,78,79,53,32,42,60,60
40031,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Pediatric Care,63,59,68,61,65,67,69,43,74,52,79,44,72,66,77
41009,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Pediatric Care,56,51,61,51,59,80,49,76,38,78,57,31,65,55,44
28570,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Pediatric Care,53,44,68,47,54,56,39,47,31,38,77,40,75,65,71
48620,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Pediatric Care,57,62,51,56,59,63,67,63,65,61,34,57,67,63,39
3588,Physician,Remote Clinics,Washington Regional Clinic,Medical Services,Pediatric Care,48,48,50,41,54,54,34,71,31,47,33,40,53,74,42
10502,Registered Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Pediatric Care,50,40,59,50,49,56,62,39,48,37,63,36,70,38,65
23086,Registered Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Pediatric Care,55,50,60,49,61,48,45,76,45,54,43,30,55,70,65
26703,Admissions Specialist I,Administration,Finance,Admissions,Primary Care,56,64,51,60,49,31,63,53,58,61,48,75,60,62,42
5239,Admissions Specialist I,Administration,Finance,Admissions,Primary Care,55,71,45,52,51,35,33,35,79,66,59,71,49,69,38
31129,Admissions Specialist I,Administration,Finance,Admissions,Primary Care,53,55,53,49,54,70,38,39,72,31,56,77,65,38,51
19611,Admissions Specialist II,Administration,Finance,Admissions,Primary Care,54,56,54,49,58,59,69,62,75,45,45,47,75,57,35
34542,Admissions Specialist II,Administration,Finance,Admissions,Primary Care,49,40,52,56,46,30,65,56,38,41,31,48,49,34,70
29919,Admissions Specialist III,Administration,Finance,Admissions,Primary Care,49,51,48,52,45,65,34,41,31,75,44,54,62,43,43
49265,Admissions Specialist I,Administration,Finance,Admissions,Psychiatry & Psychology Services,49,58,40,39,57,70,30,44,65,49,38,43,47,75,32
26580,Admissions Specialist I,Administration,Finance,Admissions,Psychiatry & Psychology Services,69,78,56,68,73,78,50,57,78,73,53,80,45,80,70
25497,Admissions Specialist II,Administration,Finance,Admissions,Psychiatry & Psychology Services,55,52,64,51,53,43,44,75,64,58,52,52,77,34,51
6205,Admissions Specialist I,Administration,Finance,Admissions,Pulmonary Medicine,63,69,58,64,61,49,46,41,67,79,43,57,73,74,75
1163,Admissions Specialist I,Administration,Finance,Admissions,Pulmonary Medicine,45,50,40,46,45,66,45,38,54,38,41,71,51,37,30
24178,Admissions Specialist II,Administration,Finance,Admissions,Radiation Oncology,49,52,45,52,48,32,72,33,58,49,58,34,36,66,52
18505,Admissions Specialist III,Administration,Finance,Admissions,Radiation Oncology,46,38,56,46,45,60,30,32,33,35,46,52,78,32,68
28560,Admissions Specialist I,Administration,Finance,Admissions,Radiology,56,54,57,57,56,31,60,43,49,54,30,32,74,79,80
6029,Admissions Specialist II,Administration,Finance,Admissions,Radiology,62,67,60,59,61,67,60,60,71,76,74,57,65,64,42
44978,Admissions Specialist I,Administration,Finance,Admissions,Rheumatology,47,45,47,49,47,32,63,33,59,30,47,42,45,48,61
33454,Admissions Specialist II,Administration,Finance,Admissions,Rheumatology,52,45,59,53,49,70,49,49,40,61,74,46,57,31,54
33865,Director of Security,Administration,Finance,Facilities Management,Security & Parking,55,62,48,57,52,54,61,40,65,59,45,66,66,58,41
28364,Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,53,57,49,56,50,43,30,72,38,68,41,77,31,46,50
19004,Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,53,62,40,61,48,70,59,38,51,75,50,74,37,47,34
6042,Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,55,55,56,53,54,56,35,62,42,56,36,67,72,56,52
23398,Security Officer,Administration,Finance,Facilities Management,Security & Parking,64,57,71,72,55,55,75,53,30,69,79,67,75,61,78
38434,Security Officer,Administration,Finance,Facilities Management,Security & Parking,53,49,56,56,51,33,75,70,41,31,32,66,67,57,53
40281,Security Officer,Administration,Finance,Facilities Management,Security & Parking,63,57,66,70,57,53,68,59,60,55,75,79,50,33,78
45652,Security Officer,Administration,Finance,Facilities Management,Security & Parking,50,45,56,49,49,36,44,49,40,31,64,53,42,54,68
49341,Sr. Security Officer,Administration,Finance,Facilities Management,Security & Parking,49,48,43,57,48,72,71,77,31,66,31,61,33,32,30
14979,Sr. Security Officer,Administration,Finance,Facilities Management,Security & Parking,51,41,57,51,56,46,58,80,30,30,33,46,44,56,69
32825,Sr. Security Officer,Administration,Finance,Facilities Management,Security & Parking,54,57,49,54,54,64,54,53,80,54,67,62,31,30,44
33826,Valet Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,60,57,62,51,68,76,65,75,73,38,62,51,59,66,50
6421,Valet Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,50,50,46,52,51,54,36,38,62,54,46,51,32,33,68
9991,Valet Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,59,61,59,60,56,62,47,39,67,80,64,47,70,49,64
30072,Valet Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,49,46,52,42,57,64,36,68,73,49,53,33,39,30,49
24622,Valet Parking Attendent,Administration,Finance,Facilities Management,Security & Parking,61,55,68,52,69,68,43,72,50,45,75,45,49,79,74
24171,Admissions Specialist I,Administration,Finance,Admissions,Sleep Medicine,63,68,56,63,66,69,63,41,78,61,78,60,37,72,69
39114,Admissions Specialist I,Administration,Finance,Admissions,Spine Care,57,60,60,53,54,55,51,69,49,46,56,79,80,64,35
2445,Admissions Specialist I,Administration,Finance,Admissions,Spine Care,48,45,48,55,44,44,77,33,57,48,66,42,42,34,52
15136,Admissions Specialist I,Administration,Finance,Admissions,Sports Medicine,58,65,55,60,53,32,49,66,68,79,74,61,30,52,49
20642,Admissions Specialist I,Administration,Finance,Admissions,Sports Medicine,55,58,53,57,53,46,66,34,68,50,49,54,68,60,59
38366,Admissions Specialist II,Administration,Finance,Admissions,Sports Medicine,40,40,35,47,36,41,72,32,31,51,32,33,43,45,33
42659,Admissions Specialist I,Administration,Finance,Admissions,Surgery,63,66,63,53,68,37,32,68,79,66,38,38,68,80,77
955,Admissions Specialist II,Administration,Finance,Admissions,Surgery,58,60,54,66,52,65,75,59,38,77,72,68,42,55,42
46146,Manager of Telehealth Services,Administration,Health Information Management,Central Communications,Telehealth Services,51,56,45,50,52,48,38,44,34,54,41,54,39,80,54
40399,Telehealth Technician,Administration,Health Information Management,Central Communications,Telehealth Services,62,59,68,54,68,80,59,71,67,38,70,64,76,65,56
29767,Telehealth Technician,Administration,Health Information Management,Central Communications,Telehealth Services,54,49,59,59,48,54,73,30,43,47,78,54,66,53,61
23221,Driver,Administration,Finance,Facilities Management,Transportation,61,69,54,67,54,52,62,49,77,78,56,77,57,42,52
1760,Driver,Administration,Finance,Facilities Management,Transportation,57,58,60,51,58,30,58,79,65,53,39,46,77,68,46
44564,Driver,Administration,Finance,Facilities Management,Transportation,52,51,59,50,49,58,35,50,55,66,67,50,68,34,50
5380,Driver,Administration,Finance,Facilities Management,Transportation,58,55,50,64,62,78,78,62,51,51,33,62,41,54,63
42045,Driver,Administration,Finance,Facilities Management,Transportation,53,45,51,58,56,60,69,50,57,34,38,51,38,37,77
22087,Transportation Manager,Administration,Finance,Facilities Management,Transportation,65,64,63,76,58,42,79,61,37,72,56,75,59,71,77
9109,Transportation Services Coordinator,Administration,Finance,Facilities Management,Transportation,49,38,62,47,49,42,45,62,41,34,79,43,41,35,67
47169,Transportation Services Coordinator,Administration,Finance,Facilities Management,Transportation,52,60,48,52,49,66,37,49,59,73,57,66,55,41,32
9240,Vehicle Maintenance Specialist,Administration,Finance,Facilities Management,Transportation,52,47,57,44,60,76,30,61,36,51,73,36,33,66,60
29861,Admissions Specialist II,Administration,Finance,Admissions,Urology,54,62,45,49,58,69,32,32,61,59,62,52,31,76,54
2948,Admissions Specialist III,Administration,Finance,Admissions,Urology,53,56,53,48,56,35,61,78,76,41,64,53,34,54,36
9041,Admissions Specialist I,Administration,Finance,Admissions,Women's Health,53,59,46,54,53,33,46,48,66,44,43,66,32,58,60
26755,Admissions Specialist I,Administration,Finance,Admissions,Women's Health,56,50,64,60,49,36,69,50,58,56,65,49,74,35,65
33527,Chief Executive Officer,Remote Clinics,Bristol Regional Clinic,Administration,,41,45,33,47,38,10,58,36,38,29,30,53,18,58,46
34716,Chief Quality Officer,Remote Clinics,Bristol Regional Clinic,Administration,,45,47,45,48,41,32,68,57,38,48,68,49,26,52,27
24563,Chief Executive Officer,Remote Clinics,Clinton Regional Clinic,Administration,,43,47,37,48,40,31,22,52,10,60,31,60,13,57,51
25885,Chief Quality Officer,Remote Clinics,Clinton Regional Clinic,Administration,,35,32,43,24,40,31,11,50,57,35,49,10,36,24,38
6691,Chief Executive Officer,Remote Clinics,Fairview Regional Clinic,Administration,,46,57,37,42,47,32,23,59,56,57,32,58,27,58,29
41120,Chief Quality Officer,Remote Clinics,Fairview Regional Clinic,Administration,,39,48,37,36,35,23,10,24,52,47,44,53,45,39,35
40006,Chief Executive Officer,Remote Clinics,Franklin Regional Clinic,Administration,,45,50,45,39,47,45,11,39,54,49,45,49,46,48,48
